,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost_Price,Order Year,Order Month,Order Day,Profit_Margin,Price_Per_Item,Product Markup
2745,2024-08-08,2024-08-12,Second Class,FM-14380,Consumer,Technology,Accessories,79.992,1,0.2,21.9978,57.994200000000006,2024,8,221,0.275,79.992,0.37931034482758613
2746,2021-05-12,2021-05-17,Standard Class,KT-16480,Consumer,Furniture,Tables,700.056,3,0.3,-130.0104,830.0664,2021,5,132,-0.18571428571428572,233.352,-0.1566265060240964
2747,2022-11-22,2022-11-26,Standard Class,AP-10720,Home Office,Technology,Accessories,27.168,4,0.2,-1.3584,28.5264,2022,11,326,-0.05,6.792,-0.04761904761904761
2748,2022-12-04,2022-12-08,Standard Class,RH-19555,Consumer,Office Supplies,Binders,8.226,3,0.7,-6.0324,14.258400000000002,2022,12,338,-0.7333333333333333,2.7420000000000004,-0.4230769230769231
2749,2021-06-08,2021-06-14,Standard Class,CS-11950,Consumer,Furniture,Chairs,585.552,3,0.2,73.194,512.3580000000001,2021,6,159,0.125,195.184,0.14285714285714277
2750,2021-08-08,2021-08-11,Second Class,TM-21010,Consumer,Office Supplies,Storage,423.28,11,0.0,110.0528,313.2272,2021,8,220,0.26,38.48,0.3513513513513513
2751,2021-05-26,2021-05-30,Standard Class,HF-14995,Consumer,Furniture,Chairs,225.296,2,0.2,22.5296,202.7664,2021,5,146,0.09999999999999999,112.648,0.11111111111111105
2752,2022-04-17,2022-04-21,Standard Class,GA-14515,Consumer,Office Supplies,Art,5.56,2,0.0,2.224,3.3359999999999994,2022,4,107,0.4000000000000001,2.78,0.6666666666666669
2753,2022-04-17,2022-04-21,Standard Class,GA-14515,Consumer,Technology,Accessories,323.37,3,0.0,129.348,194.022,2022,4,107,0.4,107.79,0.6666666666666667
2754,2022-04-17,2022-04-21,Standard Class,GA-14515,Consumer,Technology,Phones,783.96,5,0.2,68.5965,715.3635,2022,4,107,0.08750000000000001,156.792,0.09589041095890409
2755,2022-04-17,2022-04-21,Standard Class,GA-14515,Consumer,Office Supplies,Appliances,1447.65,5,0.0,419.8185,1027.8315000000002,2022,4,107,0.29,289.53000000000003,0.4084507042253519
2756,2022-04-17,2022-04-21,Standard Class,GA-14515,Consumer,Office Supplies,Paper,11.96,2,0.0,5.8604,6.099600000000001,2022,4,107,0.49,5.98,0.9607843137254901
2757,2023-06-12,2023-06-14,Second Class,ES-14020,Consumer,Technology,Accessories,239.97,3,0.0,71.991,167.97899999999998,2023,6,163,0.3,79.99,0.4285714285714287
2758,2023-03-12,2023-03-16,Standard Class,JP-16135,Home Office,Furniture,Furnishings,76.92,4,0.0,31.5372,45.3828,2023,3,71,0.41,19.23,0.6949152542372881
2759,2023-03-12,2023-03-16,Standard Class,JP-16135,Home Office,Office Supplies,Storage,481.32,4,0.0,125.1432,356.1768,2023,3,71,0.26,120.33,0.35135135135135126
2760,2021-05-26,2021-05-29,First Class,Dp-13240,Home Office,Office Supplies,Paper,48.4,5,0.0,23.232,25.168,2021,5,146,0.48,9.68,0.9230769230769231
2761,2024-10-13,2024-10-15,First Class,NK-18490,Home Office,Technology,Accessories,0.99,1,0.0,0.4356,0.5544,2024,10,287,0.44,0.99,0.7857142857142857
2762,2024-10-13,2024-10-15,First Class,NK-18490,Home Office,Office Supplies,Binders,101.84,5,0.2,36.917,64.923,2024,10,287,0.3625,20.368000000000002,0.5686274509803921
2763,2024-06-23,2024-06-29,Standard Class,PL-18925,Home Office,Office Supplies,Binders,10.332,3,0.7,-7.5768,17.9088,2024,6,175,-0.7333333333333333,3.4440000000000004,-0.423076923076923
2764,2024-06-23,2024-06-29,Standard Class,PL-18925,Home Office,Office Supplies,Binders,31.155,5,0.7,-23.8855,55.0405,2024,6,175,-0.7666666666666666,6.231,-0.4339622641509434
2765,2024-06-23,2024-06-29,Standard Class,PL-18925,Home Office,Office Supplies,Storage,8.928,2,0.2,0.6696,8.258400000000002,2024,6,175,0.07499999999999998,4.464,0.08108108108108095
2766,2024-01-16,2024-01-19,First Class,RW-19690,Consumer,Office Supplies,Appliances,34.384,1,0.2,3.8682,30.5158,2024,1,16,0.11249999999999999,34.384,0.12676056338028174
2767,2024-01-16,2024-01-19,First Class,RW-19690,Consumer,Office Supplies,Appliances,1924.16,8,0.2,312.676,1611.4840000000002,2024,1,16,0.16249999999999998,240.52,0.1940298507462686
2768,2022-04-02,2022-04-07,Standard Class,MO-17950,Consumer,Office Supplies,Appliances,32.192,2,0.8,-80.48,112.672,2022,4,92,-2.5,16.096,-0.7142857142857142
2769,2022-04-02,2022-04-07,Standard Class,MO-17950,Consumer,Technology,Accessories,50.12,7,0.2,-0.6265,50.7465,2022,4,92,-0.012499999999999999,7.159999999999999,-0.01234567901234568
2770,2022-04-02,2022-04-07,Standard Class,MO-17950,Consumer,Technology,Accessories,47.976,3,0.2,1.7991,46.176899999999996,2022,4,92,0.0375,15.991999999999999,0.03896103896103902
2771,2023-09-04,2023-09-11,Standard Class,JJ-15445,Consumer,Office Supplies,Storage,54.5,5,0.0,14.17,40.33,2023,9,247,0.26,10.9,0.3513513513513514
2772,2024-12-11,2024-12-13,First Class,BT-11680,Consumer,Furniture,Furnishings,19.104,3,0.2,5.7312,13.372799999999998,2024,12,346,0.30000000000000004,6.367999999999999,0.4285714285714287
2773,2023-11-23,2023-11-27,Standard Class,RD-19585,Consumer,Office Supplies,Binders,49.44,3,0.0,24.2256,25.214399999999998,2023,11,327,0.49000000000000005,16.48,0.9607843137254903
2774,2024-11-12,2024-11-19,Standard Class,ML-17755,Home Office,Office Supplies,Paper,10.368,2,0.2,3.6288,6.7392,2024,11,317,0.35,5.184,0.5384615384615384
2775,2023-10-22,2023-10-26,Standard Class,JE-15745,Consumer,Office Supplies,Storage,154.44,3,0.0,1.5444,152.8956,2023,10,295,0.01,51.48,0.010101010101010074
2776,2022-12-21,2022-12-25,Standard Class,ER-13855,Corporate,Office Supplies,Appliances,60.984,7,0.2,4.5738,56.4102,2022,12,355,0.075,8.712,0.08108108108108104
2777,2022-07-17,2022-07-19,Second Class,JM-15535,Consumer,Furniture,Bookcases,195.466,2,0.15,-13.7976,209.2636,2022,7,198,-0.07058823529411765,97.733,-0.06593406593406588
2778,2024-05-01,2024-05-06,Standard Class,SS-20140,Corporate,Furniture,Furnishings,23.68,8,0.2,6.216,17.464,2024,5,122,0.2625,2.96,0.3559322033898306
2779,2024-05-01,2024-05-06,Standard Class,SS-20140,Corporate,Technology,Accessories,2.376,3,0.2,0.7425,1.6334999999999997,2024,5,122,0.31250000000000006,0.7919999999999999,0.4545454545454547
2780,2024-05-07,2024-05-09,First Class,TC-21295,Consumer,Office Supplies,Labels,59.2,4,0.0,29.6,29.6,2024,5,128,0.5,14.8,1.0
2781,2024-11-21,2024-11-28,Standard Class,HG-15025,Consumer,Office Supplies,Art,22.0,10,0.0,9.68,12.32,2024,11,326,0.44,2.2,0.7857142857142857
2782,2023-11-12,2023-11-17,Standard Class,LD-17005,Consumer,Technology,Phones,257.98,2,0.0,74.8142,183.16580000000002,2023,11,316,0.29,128.99,0.40845070422535207
2783,2023-11-06,2023-11-11,Standard Class,AS-10285,Corporate,Technology,Phones,23.988,2,0.4,-15.992,39.980000000000004,2023,11,310,-0.6666666666666667,11.994,-0.4000000000000001
2784,2023-10-10,2023-10-16,Standard Class,MP-17965,Corporate,Technology,Phones,23.976,4,0.4,-15.5844,39.5604,2023,10,283,-0.65,5.994,-0.393939393939394
2785,2022-09-21,2022-09-23,First Class,CD-12790,Home Office,Furniture,Chairs,601.536,4,0.2,0.0,601.536,2022,9,264,0.0,150.384,0.0
2786,2022-09-21,2022-09-23,First Class,CD-12790,Home Office,Office Supplies,Fasteners,7.9,2,0.0,2.528,5.372,2022,9,264,0.32,3.95,0.47058823529411775
2787,2021-12-02,2021-12-06,Standard Class,MD-17860,Corporate,Furniture,Furnishings,58.36,5,0.6,-24.803,83.163,2021,12,336,-0.42500000000000004,11.672,-0.2982456140350877
2788,2021-12-02,2021-12-06,Standard Class,MD-17860,Corporate,Office Supplies,Art,16.464,7,0.2,1.4406,15.023399999999999,2021,12,336,0.08750000000000001,2.352,0.0958904109589041
2789,2021-12-02,2021-12-06,Standard Class,MD-17860,Corporate,Furniture,Furnishings,39.96,5,0.6,-23.976,63.936,2021,12,336,-0.6,7.992,-0.375
2790,2021-09-21,2021-09-22,First Class,BM-11650,Corporate,Office Supplies,Appliances,25.96,2,0.0,7.5284,18.4316,2021,9,264,0.29,12.98,0.4084507042253522
2791,2021-09-21,2021-09-22,First Class,BM-11650,Corporate,Office Supplies,Appliances,36.27,3,0.0,10.881,25.389000000000003,2021,9,264,0.3,12.090000000000002,0.42857142857142855
2792,2021-09-21,2021-09-22,First Class,BM-11650,Corporate,Office Supplies,Paper,6.48,1,0.0,3.1104,3.3696000000000006,2021,9,264,0.4799999999999999,6.48,0.9230769230769229
2793,2021-04-12,2021-04-17,Standard Class,KN-16450,Corporate,Technology,Phones,1075.088,14,0.2,94.0702,981.0178,2021,4,102,0.08750000000000001,76.792,0.09589041095890412
2794,2021-04-12,2021-04-17,Standard Class,KN-16450,Corporate,Technology,Phones,438.368,4,0.2,38.3572,400.0108,2021,4,102,0.0875,109.592,0.09589041095890405
2795,2021-04-12,2021-04-17,Standard Class,KN-16450,Corporate,Office Supplies,Binders,18.088,7,0.2,6.5569,11.531100000000002,2021,4,102,0.3625,2.584,0.5686274509803919
2796,2021-04-12,2021-04-17,Standard Class,KN-16450,Corporate,Furniture,Bookcases,308.499,3,0.15,-18.147,326.646,2021,4,102,-0.0588235294117647,102.83300000000001,-0.055555555555555525
2797,2024-10-21,2024-10-28,Standard Class,IG-15085,Consumer,Office Supplies,Art,13.36,4,0.0,4.1416,9.218399999999999,2024,10,295,0.31000000000000005,3.34,0.4492753623188407
2798,2024-10-21,2024-10-28,Standard Class,IG-15085,Consumer,Office Supplies,Paper,39.96,2,0.0,18.7812,21.178800000000003,2024,10,295,0.47,19.98,0.8867924528301885
2799,2024-10-21,2024-10-28,Standard Class,IG-15085,Consumer,Office Supplies,Binders,145.85,5,0.0,70.008,75.842,2024,10,295,0.48,29.169999999999998,0.923076923076923
2800,2023-10-26,2023-10-29,First Class,JS-15595,Corporate,Technology,Phones,783.96,5,0.2,78.396,705.5640000000001,2023,10,299,0.09999999999999999,156.792,0.11111111111111104
2801,2022-11-01,2022-11-04,First Class,GA-14725,Consumer,Office Supplies,Art,7.88,1,0.2,1.773,6.107,2022,11,305,0.22499999999999998,7.88,0.29032258064516125
2802,2024-11-04,2024-11-09,Standard Class,DL-13330,Consumer,Furniture,Furnishings,41.37,3,0.0,17.3754,23.9946,2024,11,309,0.42,13.79,0.7241379310344828
2803,2022-05-12,2022-05-16,Standard Class,CS-12505,Consumer,Office Supplies,Paper,12.84,3,0.0,5.778,7.062,2022,5,132,0.44999999999999996,4.28,0.8181818181818181
2804,2022-05-12,2022-05-16,Standard Class,CS-12505,Consumer,Office Supplies,Paper,25.68,6,0.0,11.556,14.124,2022,5,132,0.44999999999999996,4.28,0.8181818181818181
2805,2022-09-07,2022-09-11,Standard Class,CC-12145,Consumer,Furniture,Chairs,47.516,2,0.3,-2.0364,49.5524,2022,9,250,-0.04285714285714286,23.758,-0.041095890410958916
2806,2022-07-25,2022-07-27,Second Class,MH-18025,Consumer,Office Supplies,Fasteners,9.42,2,0.0,0.471,8.949,2022,7,206,0.049999999999999996,4.71,0.05263157894736843
2807,2022-07-25,2022-07-27,Second Class,MH-18025,Consumer,Office Supplies,Paper,12.96,2,0.0,6.2208,6.739200000000001,2022,7,206,0.4799999999999999,6.48,0.9230769230769229
2808,2022-07-25,2022-07-27,Second Class,MH-18025,Consumer,Furniture,Bookcases,704.9,5,0.0,56.392,648.5079999999999,2022,7,206,0.08,140.98,0.08695652173913053
2809,2022-07-25,2022-07-27,Second Class,MH-18025,Consumer,Furniture,Chairs,561.568,2,0.2,28.0784,533.4896,2022,7,206,0.049999999999999996,280.784,0.0526315789473684
2810,2022-11-16,2022-11-18,Second Class,MP-18175,Home Office,Office Supplies,Paper,179.82,9,0.0,84.5154,95.3046,2022,11,320,0.47000000000000003,19.98,0.8867924528301887
2811,2022-11-16,2022-11-18,Second Class,MP-18175,Home Office,Furniture,Furnishings,185.58,6,0.0,76.0878,109.49220000000001,2022,11,320,0.41,30.930000000000003,0.6949152542372881
2812,2022-11-16,2022-11-18,Second Class,MP-18175,Home Office,Furniture,Tables,214.11,3,0.0,36.3987,177.71130000000002,2022,11,320,0.16999999999999998,71.37,0.20481927710843364
2813,2022-11-16,2022-11-18,Second Class,MP-18175,Home Office,Technology,Accessories,999.96,4,0.0,229.9908,769.9692,2022,11,320,0.23,249.99,0.29870129870129875
2814,2022-11-16,2022-11-18,Second Class,MP-18175,Home Office,Furniture,Tables,653.55,3,0.0,111.1035,542.4465,2022,11,320,0.17,217.85,0.20481927710843362
2815,2022-09-01,2022-09-08,Standard Class,DR-12940,Home Office,Office Supplies,Binders,114.6,5,0.0,51.57,63.029999999999994,2022,9,244,0.45,22.919999999999998,0.8181818181818182
2816,2022-09-01,2022-09-08,Standard Class,DR-12940,Home Office,Furniture,Chairs,60.74,1,0.0,15.185,45.555,2022,9,244,0.25,60.74,0.33333333333333337
2817,2022-09-01,2022-09-08,Standard Class,DR-12940,Home Office,Furniture,Furnishings,124.36,2,0.0,27.3592,97.0008,2022,9,244,0.22,62.18,0.28205128205128205
2818,2022-09-01,2022-09-08,Standard Class,DR-12940,Home Office,Office Supplies,Storage,1088.76,6,0.0,315.7404,773.0196,2022,9,244,0.29000000000000004,181.46,0.4084507042253522
2819,2023-05-06,2023-05-09,First Class,DM-13015,Consumer,Office Supplies,Binders,6.72,5,0.2,2.352,4.368,2023,5,126,0.35,1.3439999999999999,0.5384615384615383
2820,2023-05-06,2023-05-09,First Class,DM-13015,Consumer,Furniture,Tables,298.776,3,0.2,7.4694,291.3066,2023,5,126,0.025,99.592,0.025641025641025664
2821,2024-01-01,2024-01-06,Standard Class,BD-11620,Consumer,Technology,Phones,302.376,3,0.2,22.6782,279.6978,2024,1,1,0.07500000000000001,100.79199999999999,0.0810810810810811
2822,2024-09-19,2024-09-21,First Class,DC-12850,Consumer,Office Supplies,Art,8.928,2,0.2,0.558,8.370000000000001,2024,9,263,0.0625,4.464,0.06666666666666664
2823,2024-09-19,2024-09-21,First Class,DC-12850,Consumer,Office Supplies,Storage,47.584,2,0.2,-2.974,50.55800000000001,2024,9,263,-0.0625,23.792,-0.058823529411764774
2824,2021-09-25,2021-09-30,Standard Class,MT-18070,Home Office,Office Supplies,Paper,33.792,8,0.2,10.56,23.232,2021,9,268,0.3125,4.224,0.45454545454545464
2825,2021-09-25,2021-09-30,Standard Class,MT-18070,Home Office,Furniture,Bookcases,300.5328,2,0.32,-97.2312,397.764,2021,9,268,-0.3235294117647059,150.2664,-0.24444444444444444
2826,2021-09-25,2021-09-30,Standard Class,MT-18070,Home Office,Office Supplies,Binders,2.724,2,0.8,-4.3584,7.0824,2021,9,268,-1.5999999999999996,1.362,-0.6153846153846153
2827,2021-09-25,2021-09-30,Standard Class,MT-18070,Home Office,Office Supplies,Envelopes,3.264,2,0.2,1.1016,2.1624,2021,9,268,0.3375,1.632,0.5094339622641509
2828,2023-04-24,2023-04-27,First Class,MJ-17740,Consumer,Office Supplies,Paper,108.336,6,0.2,37.9176,70.41839999999999,2023,4,114,0.35000000000000003,18.056,0.5384615384615387
2829,2023-04-24,2023-04-27,First Class,MJ-17740,Consumer,Office Supplies,Storage,55.92,5,0.2,6.291,49.629000000000005,2023,4,114,0.1125,11.184000000000001,0.1267605633802816
2830,2023-04-24,2023-04-27,First Class,MJ-17740,Consumer,Office Supplies,Paper,78.304,2,0.2,29.364,48.94,2023,4,114,0.375,39.152,0.6000000000000001
2831,2021-11-01,2021-11-05,Standard Class,ND-18370,Consumer,Office Supplies,Storage,443.92,5,0.2,-94.333,538.253,2021,11,305,-0.2125,88.784,-0.17525773195876293
2832,2021-11-01,2021-11-05,Standard Class,ND-18370,Consumer,Technology,Phones,155.976,3,0.2,54.5916,101.3844,2021,11,305,0.35,51.992,0.5384615384615384
2833,2024-01-27,2024-02-01,Second Class,CA-11965,Corporate,Office Supplies,Art,15.47,7,0.0,4.1769,11.2931,2024,1,27,0.26999999999999996,2.21,0.3698630136986301
2834,2024-01-27,2024-02-01,Second Class,CA-11965,Corporate,Office Supplies,Binders,7.16,2,0.0,3.4368,3.7232000000000003,2024,1,27,0.48,3.58,0.923076923076923
2835,2024-11-12,2024-11-17,Standard Class,GA-14725,Consumer,Office Supplies,Appliances,10.89,1,0.0,2.8314,8.0586,2024,11,317,0.25999999999999995,10.89,0.35135135135135137
2836,2024-11-12,2024-11-17,Standard Class,GA-14725,Consumer,Office Supplies,Paper,19.44,3,0.0,9.3312,10.1088,2024,11,317,0.48000000000000004,6.48,0.9230769230769231
2837,2024-11-12,2024-11-17,Standard Class,GA-14725,Consumer,Office Supplies,Binders,121.6,5,0.2,39.52,82.07999999999998,2024,11,317,0.32500000000000007,24.32,0.4814814814814817
2838,2023-06-10,2023-06-13,First Class,TC-21295,Consumer,Technology,Machines,695.7,2,0.5,-27.828,723.528,2023,6,161,-0.039999999999999994,347.85,-0.03846153846153842
2839,2022-09-03,2022-09-08,Second Class,JB-15400,Corporate,Office Supplies,Storage,120.33,1,0.0,31.2858,89.0442,2022,9,246,0.26,120.33,0.35135135135135126
2840,2021-03-14,2021-03-19,Standard Class,CK-12325,Home Office,Furniture,Chairs,1139.92,4,0.0,284.98,854.94,2021,3,73,0.25,284.98,0.3333333333333333
2841,2024-09-01,2024-09-05,Second Class,RL-19615,Consumer,Office Supplies,Paper,229.544,7,0.2,83.2097,146.3343,2024,9,245,0.3625,32.792,0.5686274509803921
2842,2024-03-24,2024-03-28,Standard Class,AC-10660,Consumer,Office Supplies,Storage,143.728,2,0.2,-32.3388,176.0668,2024,3,84,-0.22499999999999998,71.864,-0.18367346938775506
2843,2024-05-19,2024-05-23,Standard Class,BH-11710,Consumer,Technology,Accessories,36.048,3,0.2,-0.9012,36.949200000000005,2024,5,140,-0.024999999999999998,12.016,-0.024390243902439098
2844,2023-12-28,2024-01-01,Standard Class,BG-11695,Corporate,Furniture,Chairs,845.488,8,0.3,-12.0784,857.5664,2023,12,362,-0.014285714285714285,105.686,-0.014084507042253506
2845,2024-11-18,2024-11-21,First Class,XP-21865,Consumer,Office Supplies,Art,50.94,3,0.0,14.2632,36.6768,2024,11,323,0.28,16.98,0.38888888888888884
2846,2024-09-11,2024-09-16,Standard Class,SN-20560,Home Office,Office Supplies,Binders,762.594,3,0.8,-1143.891,1906.4850000000001,2024,9,255,-1.5,254.198,-0.6
2847,2024-04-09,2024-04-16,Standard Class,DM-13345,Corporate,Furniture,Furnishings,56.28,6,0.0,15.7584,40.5216,2024,4,100,0.27999999999999997,9.38,0.38888888888888895
2848,2024-04-09,2024-04-16,Standard Class,DM-13345,Corporate,Office Supplies,Binders,2690.97,3,0.0,1264.7559,1426.2140999999997,2024,4,100,0.4700000000000001,896.9899999999999,0.8867924528301889
2849,2023-11-29,2023-12-04,Standard Class,AJ-10780,Corporate,Office Supplies,Binders,7.434,6,0.7,-5.6994,13.1334,2023,11,333,-0.7666666666666666,1.239,-0.43396226415094336
2850,2023-06-03,2023-06-06,First Class,KC-16255,Corporate,Office Supplies,Storage,64.784,1,0.2,-12.9568,77.74080000000001,2023,6,154,-0.19999999999999998,64.784,-0.16666666666666666
2851,2024-12-18,2024-12-23,Standard Class,VF-21715,Home Office,Office Supplies,Paper,28.16,4,0.0,13.2352,14.9248,2024,12,353,0.47000000000000003,7.04,0.8867924528301888
2852,2023-03-20,2023-03-22,Second Class,SV-20935,Consumer,Furniture,Furnishings,14.98,1,0.0,6.8908,8.089200000000002,2023,3,79,0.45999999999999996,14.98,0.8518518518518515
2853,2023-03-20,2023-03-22,Second Class,SV-20935,Consumer,Furniture,Furnishings,20.32,4,0.0,6.9088,13.411200000000001,2023,3,79,0.34,5.08,0.515151515151515
2854,2024-08-21,2024-08-21,Same Day,EM-13810,Corporate,Office Supplies,Storage,40.29,3,0.0,10.4754,29.8146,2024,8,234,0.26,13.43,0.35135135135135137
2855,2024-07-26,2024-08-01,Standard Class,RB-19360,Consumer,Office Supplies,Labels,20.23,7,0.0,9.5081,10.7219,2024,7,208,0.47000000000000003,2.89,0.8867924528301888
2856,2023-08-27,2023-08-30,First Class,DJ-13510,Corporate,Furniture,Chairs,1603.136,4,0.2,100.196,1502.94,2023,8,239,0.0625,400.784,0.06666666666666661
2857,2023-08-16,2023-08-18,Second Class,CC-12370,Consumer,Furniture,Chairs,225.296,2,0.2,22.5296,202.7664,2023,8,228,0.09999999999999999,112.648,0.11111111111111105
2858,2024-05-20,2024-05-24,Standard Class,SC-20380,Consumer,Technology,Accessories,67.8,4,0.0,4.068,63.732,2024,5,141,0.06,16.95,0.06382978723404252
2859,2024-05-20,2024-05-24,Standard Class,SC-20380,Consumer,Technology,Phones,377.97,3,0.0,98.2722,279.69780000000003,2024,5,141,0.25999999999999995,125.99000000000001,0.3513513513513513
2860,2024-05-20,2024-05-24,Standard Class,SC-20380,Consumer,Furniture,Bookcases,1628.82,9,0.0,374.6286,1254.1914,2024,5,141,0.23,180.98,0.29870129870129875
2861,2024-05-20,2024-05-24,Standard Class,SC-20380,Consumer,Office Supplies,Paper,286.93,7,0.0,140.5957,146.3343,2024,5,141,0.49,40.99,0.9607843137254901
2862,2024-08-13,2024-08-18,Standard Class,RH-19495,Consumer,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784,2024,8,226,0.35,5.184,0.5384615384615384
2863,2024-08-14,2024-08-14,Same Day,JK-15370,Consumer,Office Supplies,Storage,31.44,3,0.0,8.4888,22.9512,2024,8,227,0.26999999999999996,10.48,0.36986301369863017
2864,2024-08-14,2024-08-14,Same Day,JK-15370,Consumer,Office Supplies,Appliances,83.79,7,0.0,22.6233,61.166700000000006,2024,8,227,0.26999999999999996,11.97,0.3698630136986301
2865,2024-08-14,2024-08-14,Same Day,JK-15370,Consumer,Office Supplies,Art,59.52,3,0.0,15.4752,44.0448,2024,8,227,0.25999999999999995,19.84,0.35135135135135137
2866,2024-08-14,2024-08-14,Same Day,JK-15370,Consumer,Office Supplies,Supplies,31.92,4,0.0,9.2568,22.663200000000003,2024,8,227,0.29,7.98,0.40845070422535196
2867,2023-11-11,2023-11-13,Second Class,AF-10885,Consumer,Office Supplies,Supplies,14.72,5,0.2,-3.312,18.032,2023,11,315,-0.22499999999999998,2.944,-0.18367346938775506
2868,2023-11-11,2023-11-13,Second Class,AF-10885,Consumer,Office Supplies,Storage,38.976,3,0.2,-2.436,41.412,2023,11,315,-0.0625,12.991999999999999,-0.058823529411764705
2869,2024-06-13,2024-06-20,Standard Class,LC-16885,Consumer,Furniture,Furnishings,17.088,2,0.2,1.068,16.02,2024,6,165,0.0625,8.544,0.06666666666666675
2870,2021-03-22,2021-03-26,Standard Class,BF-11275,Corporate,Office Supplies,Paper,74.352,3,0.2,23.235,51.117000000000004,2021,3,81,0.3125,24.784000000000002,0.4545454545454545
2871,2021-03-22,2021-03-26,Standard Class,BF-11275,Corporate,Furniture,Chairs,314.352,3,0.2,-35.3646,349.71659999999997,2021,3,81,-0.11250000000000002,104.78399999999999,-0.10112359550561797
2872,2024-06-16,2024-06-21,Standard Class,SC-20800,Consumer,Office Supplies,Art,4.26,1,0.0,1.7466,2.5134,2024,6,168,0.41000000000000003,4.26,0.6949152542372882
2873,2024-11-17,2024-11-23,Standard Class,SW-20275,Consumer,Office Supplies,Storage,811.28,8,0.0,24.3384,786.9416,2024,11,322,0.030000000000000002,101.41,0.030927835051546365
2874,2024-12-30,2025-01-01,First Class,MC-17845,Consumer,Office Supplies,Fasteners,6.03,3,0.0,2.9547,3.0753000000000004,2024,12,365,0.48999999999999994,2.0100000000000002,0.96078431372549
2875,2023-01-21,2023-01-23,Second Class,TD-20995,Consumer,Furniture,Chairs,153.568,2,0.2,-5.7588,159.32680000000002,2023,1,21,-0.0375,76.784,-0.03614457831325306
2876,2023-01-21,2023-01-23,Second Class,TD-20995,Consumer,Furniture,Chairs,1013.488,7,0.2,76.0116,937.4764,2023,1,21,0.075,144.78400000000002,0.08108108108108113
2877,2023-01-15,2023-01-19,Standard Class,Dp-13240,Home Office,Office Supplies,Envelopes,52.34,2,0.0,24.5998,27.740200000000005,2023,1,15,0.4699999999999999,26.17,0.8867924528301885
2878,2023-01-15,2023-01-19,Standard Class,Dp-13240,Home Office,Office Supplies,Art,4.66,2,0.0,1.3514,3.3086,2023,1,15,0.29,2.33,0.40845070422535207
2879,2023-01-15,2023-01-19,Standard Class,Dp-13240,Home Office,Technology,Accessories,254.97,3,0.0,91.7892,163.1808,2023,1,15,0.36,84.99,0.5625
2880,2023-09-20,2023-09-24,Second Class,SD-20485,Home Office,Office Supplies,Binders,25.44,6,0.0,12.72,12.72,2023,9,263,0.5,4.24,1.0
2881,2023-09-20,2023-09-24,Second Class,SD-20485,Home Office,Office Supplies,Supplies,27.93,3,0.0,8.0997,19.8303,2023,9,263,0.29000000000000004,9.31,0.408450704225352
2882,2021-02-22,2021-02-26,Standard Class,TM-21010,Consumer,Office Supplies,Binders,8.85,5,0.8,-13.7175,22.5675,2021,2,53,-1.55,1.77,-0.6078431372549019
2883,2023-11-12,2023-11-17,Second Class,BK-11260,Consumer,Furniture,Furnishings,6.96,4,0.0,2.2272,4.7328,2023,11,316,0.32,1.74,0.4705882352941176
2884,2023-01-30,2023-02-03,Standard Class,JF-15490,Consumer,Office Supplies,Binders,17.456,2,0.2,5.8914,11.564599999999999,2023,1,30,0.3375,8.728,0.509433962264151
2885,2023-10-19,2023-10-23,Standard Class,EP-13915,Consumer,Furniture,Chairs,307.92,5,0.2,-34.641,342.56100000000004,2023,10,292,-0.11249999999999999,61.584,-0.10112359550561803
2886,2024-12-19,2024-12-20,First Class,EP-13915,Consumer,Office Supplies,Art,6.63,3,0.0,1.7901,4.8399,2024,12,354,0.27,2.21,0.3698630136986301
2887,2024-12-19,2024-12-20,First Class,EP-13915,Consumer,Office Supplies,Paper,12.96,2,0.0,6.2208,6.739200000000001,2024,12,354,0.4799999999999999,6.48,0.9230769230769229
2888,2024-12-19,2024-12-20,First Class,EP-13915,Consumer,Office Supplies,Paper,32.4,5,0.0,15.552,16.848,2024,12,354,0.48,6.4799999999999995,0.9230769230769231
2889,2024-11-03,2024-11-07,Standard Class,KH-16630,Corporate,Office Supplies,Paper,23.85,5,0.0,10.7325,13.117500000000001,2024,11,308,0.44999999999999996,4.7700000000000005,0.8181818181818181
2890,2021-04-29,2021-05-01,Second Class,HG-14845,Consumer,Furniture,Chairs,51.96,2,0.0,12.99,38.97,2021,4,119,0.25,25.98,0.33333333333333337
2891,2021-04-29,2021-05-01,Second Class,HG-14845,Consumer,Office Supplies,Binders,17.94,3,0.0,8.6112,9.328800000000001,2021,4,119,0.48,5.98,0.923076923076923
2892,2024-10-24,2024-10-30,Standard Class,JC-16105,Corporate,Office Supplies,Paper,11.56,2,0.0,5.6644,5.895600000000001,2024,10,298,0.48999999999999994,5.78,0.96078431372549
2893,2024-10-24,2024-10-30,Standard Class,JC-16105,Corporate,Office Supplies,Paper,26.4,5,0.0,11.88,14.519999999999998,2024,10,298,0.45000000000000007,5.279999999999999,0.8181818181818183
2894,2024-10-24,2024-10-30,Standard Class,JC-16105,Corporate,Furniture,Furnishings,69.08,11,0.0,29.0136,40.0664,2024,10,298,0.42000000000000004,6.28,0.7241379310344827
