,Ship Mode,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit,Good_Cost,Order Year,Order Month,Order Day,Profit_Margin
1358,0,0,0,9,-0.36563689283776435,-1.253741929331373,0.6,-0.1284883821269717,-0.3590550979253476,2024,4,118,-0.725
1359,2,0,0,5,-0.13525051076767744,-0.8043033970404823,0.2,-0.12233551159393892,-0.10100201007166275,2021,9,269,0.0
1360,3,1,1,2,-0.17105202181899226,1.4428892644139713,0.2,-0.08287227300276316,-0.15829235289123586,2024,10,294,0.075
1361,3,1,1,12,-0.33083022477909096,0.09457366754129916,0.2,-0.09074511268708917,-0.3357246269411516,2024,10,294,0.3125
1362,3,1,2,13,0.127914343324472,0.09457366754129916,0.4,-0.36462362567469603,0.29979473751147795,2024,10,294,-0.18333333333333332
1363,0,1,1,3,-0.3072299816568815,4.588958990450206,0.7,-0.2315870641377361,-0.24912518364653327,2024,11,316,-0.6666666666666666
1364,0,1,2,11,-0.21479623095671832,-0.8043033970404823,0.7,-0.39553269651863593,-0.07481884086422069,2024,11,316,-0.6666666666666667
1365,0,1,2,0,0.01619668442178543,0.9934507321230805,0.2,-0.27598779669859597,0.1356973253273686,2024,11,316,-0.15000000000000002
1366,0,1,2,13,-0.04536805096799792,-0.8043033970404823,0.2,-0.05779376524354969,-0.026753063482382548,2024,11,316,0.075
1367,0,1,0,5,1.0739137541981343,0.09457366754129916,0.2,-0.7460734235020818,1.5323644323735852,2024,11,316,-0.1625
1368,0,2,0,9,-0.1347177883909727,0.5440121998321898,0.0,0.14548703654376838,-0.2142984096272321,2024,7,191,0.43
1369,3,0,0,4,0.5779716856826145,1.4428892644139713,0.7,-3.4809242680224006,2.1343057250521555,2022,12,358,-1.3333333333333335
1370,3,0,1,2,-0.3462984287291929,-0.35486486474959156,0.2,-0.1155926690164566,-0.3426589366615666,2022,12,358,0.1125
1371,3,2,2,0,-0.29007375379023315,-0.35486486474959156,0.0,-0.10138339296761208,-0.28508664638824815,2024,3,68,0.1
1372,2,0,1,10,-0.3213310787848375,-0.8043033970404823,0.0,-0.059154713780239385,-0.3384115698358274,2021,4,91,0.5
1373,2,0,1,3,-0.34140765221053,0.09457366754129916,0.2,-0.0986273441116307,-0.3443402730228904,2021,4,91,0.325
1374,3,0,0,16,1.0957585808139731,0.5440121998321898,0.0,0.3842101314181592,1.0763954881027757,2022,9,257,0.13
1375,2,0,1,1,1.3797702093583761,-0.35486486474959156,0.0,1.180256166574584,1.0591981458258728,2021,8,216,0.27999999999999997
1376,2,0,1,12,0.3497707490253947,1.892327796704862,0.0,0.8144547155354346,0.049376743133170656,2021,8,216,0.49
1377,2,0,1,2,-0.34251160701526756,0.5440121998321898,0.0,-0.10413261146707306,-0.34324806704624383,2021,8,216,0.26000000000000006
1378,2,0,2,13,0.2729431966259257,0.5440121998321898,0.2,0.027063595884921597,0.29731094928566293,2021,8,216,0.0875
1379,2,0,1,14,-0.1138581772549431,0.5440121998321898,0.0,-0.08841852249732791,-0.09122190103543404,2021,8,216,0.05
1380,2,0,1,3,-0.34767195389322686,-1.253741929331373,0.2,-0.10193323666750427,-0.3500220679439562,2021,8,216,0.36250000000000004
1381,3,2,0,9,-0.23411864921056974,-0.35486486474959156,0.6,-0.5076034787162282,-0.04901983187063906,2023,9,247,-1.0750000000000002
1382,1,2,1,14,-0.23888747723336048,-1.253741929331373,0.0,-0.11542148320616408,-0.22120203736459304,2023,2,36,0.019999999999999997
1383,1,2,1,12,0.1909167872971693,2.3417663289957527,0.0,0.6073668437825587,-0.04228795061830275,2023,2,36,0.49000000000000005
1384,1,2,1,8,-0.3536634760456834,0.5440121998321898,0.0,-0.12152867572996667,-0.34846763516934715,2023,2,36,0.02
1385,1,2,0,9,-0.33859641846358196,-0.35486486474959156,0.0,-0.09177308134340935,-0.3440744835365522,2023,2,36,0.38
1386,1,2,0,4,0.01624161281500148,-0.8043033970404823,0.0,0.10304747009882832,-0.02544735447572663,2023,2,36,0.22
1387,1,2,1,7,-0.09932063287860246,-0.8043033970404823,0.0,0.2146623259986839,-0.20366719327409527,2023,2,36,0.47
1388,1,2,2,13,-0.20058602201666617,-0.35486486474959156,0.0,-0.0014830253975249323,-0.22632157132992836,2023,2,36,0.27
1389,1,2,2,13,0.40912436563475896,-0.35486486474959156,0.0,0.41579327307120606,0.28607426303024613,2023,2,36,0.26
1390,1,2,1,12,-0.17151093326398492,-0.35486486474959156,0.0,0.1348927266833455,-0.25142233827128546,2023,2,36,0.49
1391,1,2,1,14,-0.12101462846007326,-0.35486486474959156,0.0,-0.11574250996262288,-0.08769873793988822,2023,2,36,0.01
1392,1,2,1,12,0.18053511929331462,1.4428892644139713,0.0,0.564601554711052,-0.03584709432949102,2023,2,36,0.47000000000000003
1393,0,1,1,2,-0.35349980832753913,-0.35486486474959156,0.2,-0.11570921197458592,-0.3507573462360803,2024,7,186,0.1625
1394,3,1,0,16,0.6780849824517806,0.5440121998321898,0.5,-1.9606277826846048,1.6010292580470251,2024,10,284,-0.66
1395,3,1,0,16,-0.26188920997451315,-0.35486486474959156,0.5,-0.30441915571476075,-0.1668506291111694,2024,10,284,-0.64
1396,0,0,1,3,-0.34120226527011366,0.09457366754129916,0.2,-0.0966123889381127,-0.3449648056957069,2023,11,329,0.35
1397,0,0,1,12,-0.35027780069975856,-0.8043033970404823,0.0,-0.098154341922593,-0.35457752545160515,2023,11,329,0.48999999999999994
1398,0,0,2,0,-0.22698145303110362,0.09457366754129916,0.0,-0.07327647588616627,-0.22565437436114905,2023,11,329,0.13
1399,0,0,1,12,-0.35842909489753016,-1.253741929331373,0.0,-0.10905729851828143,-0.3591634833921126,2023,11,329,0.4799999999999999
1400,3,2,2,13,-0.3338468454664552,-0.8043033970404823,0.0,-0.09627770146861311,-0.33678488008337504,2023,11,306,0.27999999999999997
1401,3,2,1,7,0.03519176723934837,-0.35486486474959156,0.0,0.38286028221081525,-0.1230046229253414,2023,11,306,0.47000000000000003
1402,3,2,0,16,-0.039604379952565764,-0.8043033970404823,0.4,-0.37050456263876036,0.11275736881387845,2023,4,110,-0.2833333333333334
1403,3,2,1,12,0.30413633820165,0.5440121998321898,0.2,0.5043070094245039,0.12964298940496,2023,4,110,0.35
1404,0,2,1,15,-0.3522931600525934,-1.253741929331373,0.2,-0.13168285449210626,-0.34259884354682757,2021,4,96,-0.2125
1405,0,2,0,16,-0.1204947427671445,-0.35486486474959156,0.4,-0.2764949506702357,-0.018745973656248676,2021,4,96,-0.23333333333333334
1406,0,2,2,0,-0.18143689899379098,-0.8043033970404823,0.2,-0.028857813639440365,-0.1930134646967058,2021,4,96,0.18749999999999997
1407,3,0,1,2,-0.247712697329373,-0.8043033970404823,0.0,-0.038557773692973335,-0.263875773937521,2023,9,246,0.26
1408,3,0,0,9,-0.3046754815854539,-0.8043033970404823,0.0,-0.0796671282055655,-0.31084317263606265,2023,9,246,0.25
1409,3,0,0,16,0.2620400383436703,-0.35486486474959156,0.5,-0.995109076030429,0.7196825774616812,2023,9,269,-0.5199999999999999
1410,3,2,1,10,-0.33083022477909096,-0.8043033970404823,0.2,-0.0844270329057192,-0.3384115698358274,2024,11,310,0.37500000000000006
1411,3,1,0,5,0.285853691333656,-0.8043033970404823,0.1,0.18731187090187243,0.24376834715357587,2023,7,191,0.1777777777777778
1412,3,1,0,9,-0.10362092194356858,0.09457366754129916,0.0,-0.05883368702378059,-0.09222079021154936,2023,7,191,0.09
1413,3,0,1,3,0.16833706053515327,1.4428892644139713,0.2,0.34212702420412755,0.044965073380425935,2021,6,181,0.325
1414,2,2,2,0,0.016225566960281473,-0.35486486474959156,0.0,-0.009648716617663075,0.02246174508732064,2024,1,29,0.11
1415,2,2,0,9,-0.30826975304273896,-0.35486486474959156,0.0,-0.06755775988946143,-0.32005974986519176,2024,1,29,0.33999999999999997
1416,0,1,2,13,1.1496630251604179,1.4428892644139713,0.2,0.3826540908233556,1.1380472112709161,2022,9,264,0.125
1417,0,1,2,0,-0.12621348538936064,-0.35486486474959156,0.2,0.014826585281342584,-0.14910918089809458,2022,9,264,0.21250000000000002
1418,0,1,0,9,-0.3609194115500777,0.09457366754129916,0.6,-0.12864676101878847,-0.35365016705255087,2022,9,264,-0.3
1419,3,1,1,12,-0.23039601091552447,0.09457366754129916,0.2,0.011170636953798493,-0.26543129601330356,2022,9,269,0.36249999999999993
1420,3,1,1,3,-0.25235315851440365,-0.8043033970404823,0.7,-0.3289196445534354,-0.14564157216239812,2022,9,269,-0.6666666666666667
1421,3,1,1,1,-0.27147339899878276,-0.8043033970404823,0.2,-0.06082132077121698,-0.2812915210997142,2022,9,269,0.2375
1422,3,1,1,3,-0.2452239852622975,2.3417663289957527,0.7,-0.3744486666320088,-0.11821278706303913,2022,9,269,-0.7666666666666666
1423,3,1,1,14,-0.1764305923211439,0.9934507321230805,0.2,-0.12873384806442356,-0.14487397793545964,2022,9,269,-0.012499999999999999
1424,3,1,2,13,0.05471957243361606,0.5440121998321898,0.2,-0.023737180735553025,0.07200715656318633,2022,9,269,0.08750000000000001
1425,3,1,1,14,0.2146774889665791,0.09457366754129916,0.2,-0.49103132620860784,0.4517210245834882,2022,9,269,-0.2375
1426,2,1,1,3,-0.3532174012844667,-0.8043033970404823,0.2,-0.10831962001407822,-0.3535804517774458,2022,10,304,0.3375
1427,2,1,1,7,-0.3451591730440713,0.5440121998321898,0.0,-0.09211118399116915,-0.3513560987811236,2022,10,304,0.48
1428,2,1,1,3,-0.321010161690437,0.5440121998321898,0.2,-0.08258070215879859,-0.32808590246186214,2022,10,304,0.3125
1429,2,1,1,10,0.31700511368710826,4.588958990450206,0.0,0.7170008962914982,0.053749198043668796,2022,10,304,0.46
1430,3,0,2,13,-0.014611356640658267,1.892327796704862,0.4,-0.29510596459919547,0.10897023173395036,2024,11,332,-0.18333333333333335
1431,2,0,1,3,-0.1237103320530371,0.9934507321230805,0.0,0.19720734991080185,-0.22383959860606942,2021,12,353,0.49000000000000005
1432,2,0,1,15,-0.3571614723746483,-1.253741929331373,0.0,-0.11395594483525576,-0.35564594835262997,2021,12,353,0.27
1433,2,0,0,5,2.5512941083219585,4.588958990450206,0.0,0.5768684481244077,2.6413220455669153,2021,12,353,0.09
1434,3,0,1,12,-0.3144313612552277,0.5440121998321898,0.0,-0.05576514935699091,-0.33204641997857515,2023,12,361,0.46
1435,3,0,1,12,-0.3189177822349461,0.9934507321230805,0.2,-0.07586176582913766,-0.3285759064397493,2024,6,173,0.35000000000000003
1436,3,0,1,2,-0.36040594419903693,-0.8043033970404823,0.2,-0.11981511003791134,-0.35682511687296237,2024,6,173,0.1125
1437,1,0,2,0,0.0545912055958559,-0.35486486474959156,0.2,0.06072017763919235,0.03594402571194321,2022,10,288,0.1625
1438,1,0,0,5,3.5679113258184407,0.5440121998321898,0.3,-1.6185677971158006,4.72524124529805,2022,10,288,-0.14285714285714288
1439,2,0,1,3,-0.32117062023763726,0.5440121998321898,0.0,-0.06528068978447309,-0.3356247743335792,2024,4,104,0.45
1440,2,0,1,12,-0.3047075732948939,0.09457366754129916,0.0,-0.04557084225029399,-0.3253798967966498,2024,4,104,0.44999999999999996
1441,2,0,1,3,-0.3099834503268374,-0.8043033970404823,0.2,-0.07341308301657427,-0.31950856347139206,2024,12,355,0.31250000000000006
1442,0,1,1,12,-0.34674771266135357,-0.8043033970404823,0.0,-0.09531462119923673,-0.35179109304974815,2024,8,219,0.46
1443,3,1,1,14,-0.14510908390765945,0.09457366754129916,0.2,-0.047935853195482464,-0.1437970221752423,2022,10,274,0.125
1444,3,0,2,13,2.8081368956544193,2.3417663289957527,0.2,0.511583900502425,2.959689920948444,2023,5,144,0.075
1445,0,2,1,14,-0.10449381644033784,0.09457366754129916,0.2,-0.2893582195872789,0.00482868234101076,2024,6,166,-0.23750000000000002
1446,0,2,0,5,0.3858129478975099,1.4428892644139713,0.3,-0.4951952823023567,0.6471224107917438,2024,6,166,-0.18571428571428572
1447,0,2,2,13,-0.29183237946754764,-0.8043033970404823,0.2,-0.0967302125880896,-0.28905533366376246,2024,6,166,0.125
1448,0,1,1,3,-0.36481213590515515,-0.35486486474959156,0.7,-0.12981219060008173,-0.3575589427635218,2021,4,113,-0.7000000000000001
1449,3,1,2,13,-0.2264166389449588,-0.35486486474959156,0.2,-0.07497552707061576,-0.22429274789425255,2022,5,121,0.125
1450,0,0,1,3,-0.3655775231753003,-1.253741929331373,0.7,-0.1280986249080264,-0.359153679681551,2022,7,200,-0.6666666666666667
1451,0,1,1,12,-0.25493333195338325,1.4428892644139713,0.0,0.026140217062820045,-0.2995601910807713,2023,11,331,0.49
1452,0,1,1,3,-0.22171841268293613,-0.35486486474959156,0.0,0.07335420271551966,-0.2820583891258703,2023,11,331,0.5
1453,0,1,1,3,-0.314672049076028,0.5440121998321898,0.0,-0.0502965951678457,-0.3346444032774137,2023,11,331,0.5
1454,0,1,2,11,4.509113026130816,1.892327796704862,0.0,6.106949635010817,2.5046644930440958,2023,11,331,0.48000000000000004
1455,3,2,1,3,-0.22248861370949727,-0.35486486474959156,0.0,0.05675643637094776,-0.2758711584602925,2024,6,165,0.45999999999999996
1456,3,2,0,16,0.35795413493260636,-0.35486486474959156,0.0,0.16770277112636922,0.3336854387223366,2024,6,165,0.15
1457,3,1,1,3,-0.285067447117586,2.3417663289957527,0.0,-0.022057339928817164,-0.31315793762978666,2022,8,229,0.44999999999999996
1458,3,1,1,10,-0.34325613467427657,0.09457366754129916,0.2,-0.10022564753740427,-0.3457520073437687,2023,9,269,0.325
1459,1,0,0,9,-0.32476489169492234,-0.8043033970404823,0.0,-0.08013415383264783,-0.3333746412094838,2021,5,124,0.36
1460,3,0,1,3,-0.2798942635558507,-0.8043033970404823,0.2,-0.039524269140609934,-0.2998764515214825,2022,12,335,0.35
1461,3,0,0,16,0.02270167392528266,-0.8043033970404823,0.3,-0.256262580862246,0.1346686619191772,2023,3,71,-0.12857142857142856
1462,0,1,2,0,-0.11211880660329263,-0.8043033970404823,0.2,0.06548050923662861,-0.15470383172527896,2023,8,239,0.275
1463,0,1,0,5,1.27541759777218,0.9934507321230805,0.3,-0.2473207903824774,1.5482464434834657,2023,8,239,-0.028571428571428574
1464,0,1,1,8,-0.3629219342191365,-0.8043033970404823,0.0,-0.11463769979544818,-0.3618736647118235,2023,12,351,0.48999999999999994
1465,3,0,0,9,-0.17406864250635654,0.09457366754129916,0.2,-0.13528928273487745,-0.13941367425300902,2021,8,220,-0.025
1466,3,0,2,0,-0.21482511349521438,-0.35486486474959156,0.2,-0.16842889188001042,-0.17143386379874306,2021,8,220,-0.1125
1467,1,2,2,0,0.04189572534137388,0.09457366754129916,0.2,0.014254542922759073,0.04134060527574301,2022,5,136,0.125
1468,3,1,0,5,1.0318800331735627,-0.35486486474959156,0.0,0.8465693443052251,0.8074889664565565,2024,12,345,0.26
1469,3,1,1,3,-0.3021723282491303,-0.8043033970404823,0.0,-0.03898893994832358,-0.32531054462193587,2024,12,345,0.47000000000000003
1470,3,1,1,12,-0.34803138103895537,-0.8043033970404823,0.0,-0.09577908544262391,-0.35304596800163995,2024,12,345,0.4799999999999999
1471,2,1,1,2,-0.3578386074438333,-0.8043033970404823,0.2,-0.11977754307704915,-0.3539362901607947,2022,9,267,0.0875
1472,3,1,1,10,-0.35491505271384516,-0.35486486474959156,0.0,-0.10493987422832783,-0.3569385857452037,2024,7,194,0.47000000000000003
1473,1,0,0,9,-0.35809534111935365,0.09457366754129916,0.6,-0.139466045747102,-0.34585367545329704,2022,12,335,-0.6000000000000001
1474,3,2,1,2,-0.3410995717999055,0.9934507321230805,0.0,-0.10094283497204629,-0.34300696838650535,2023,11,324,0.29
1475,3,2,1,3,-0.34040639087600055,-0.35486486474959156,0.2,-0.09492614467213897,-0.34478143999816485,2023,11,324,0.36250000000000004
1476,3,2,1,10,-0.3224382427605191,1.4428892644139713,0.0,-0.06556414958006969,-0.33693847154884093,2024,3,80,0.46
1477,3,0,1,15,-0.28517014058779416,1.4428892644139713,0.2,-0.09729670528200028,-0.28127645243348054,2023,11,318,0.1125
1478,0,0,2,13,-0.3175314203871361,0.09457366754129916,0.2,-0.11210022234811959,-0.311595879746963,2024,11,325,0.07500000000000001
1479,3,0,1,12,-0.32723595332180583,0.09457366754129916,0.0,-0.0692226592913089,-0.34081093722069467,2023,12,337,0.4799999999999999
1480,3,0,1,12,-0.30390528055889277,1.4428892644139713,0.0,-0.0377014177442282,-0.32781884212415485,2023,12,337,0.48999999999999994
1481,3,0,1,14,-0.31447949881938775,-0.35486486474959156,0.0,-0.08474208310022265,-0.31977762086125083,2023,12,337,0.26
1482,2,0,1,2,-0.3532174012844667,-0.8043033970404823,0.2,-0.11506801225623338,-0.35071050628561906,2024,8,239,0.175
1483,2,0,1,12,-0.3633327080999691,-1.253741929331373,0.2,-0.11776771067092145,-0.36100730717848606,2024,8,239,0.3125
1484,3,1,2,0,-0.0848151802117019,-0.35486486474959156,0.0,0.006117880717832637,-0.09856560644689594,2023,10,288,0.17
1485,3,0,1,8,-0.36279356738137636,-0.8043033970404823,0.0,-0.11671754335590996,-0.3608439120024585,2021,11,331,0.35000000000000003
1486,3,2,2,13,1.5772914717909123,1.4428892644139713,0.2,0.33070581430745377,1.6439782247164616,2022,11,307,0.08750000000000001
1487,3,2,2,0,-0.22446225384006005,-0.35486486474959156,0.0,0.03897787214291174,-0.2705433864206198,2022,11,307,0.42
1488,3,2,0,9,-0.3004714676488079,-0.35486486474959156,0.0,-0.05141079707523594,-0.31810336495755487,2022,11,307,0.39
1489,3,0,1,10,-0.36073969797721345,-0.8043033970404823,0.2,-0.11480504353019798,-0.3593334143751813,2021,11,333,0.35
1490,2,1,1,7,-0.26780210743884153,0.09457366754129916,0.0,-0.0013869735089568043,-0.3024137970549952,2024,5,122,0.45
1491,3,1,1,12,-0.3593918461807315,-1.253741929331373,0.0,-0.11003574708982872,-0.3598366715173463,2024,11,330,0.49000000000000005
1492,3,1,0,5,1.1993217363479443,0.9934507321230805,0.1,0.6193592422432509,1.0935677764526879,2024,11,330,0.17777777777777778
1493,3,1,0,9,-0.35335860480600295,-0.8043033970404823,0.0,-0.10669741034048323,-0.3544301066927892,2024,10,305,0.37999999999999995
1494,2,0,1,2,-0.3045631606024137,-0.35486486474959156,0.0,-0.07446325033158578,-0.3129291843833481,2021,12,351,0.28
1495,3,0,1,2,-0.35247287362545765,1.4428892644139713,0.2,-0.10873883314551777,-0.3525597765778601,2024,9,249,0.3125
1496,3,0,1,14,-0.3418954461940187,-1.253741929331373,0.2,-0.12323114209267637,-0.3344287216450573,2024,9,249,-0.0125
1497,3,0,1,2,-0.347774647363435,0.5440121998321898,0.2,-0.10623294609709605,-0.34830968649918714,2024,9,249,0.2875
1498,0,2,1,3,-0.33968753658454354,0.5440121998321898,0.2,-0.09423286348531838,-0.3442629326395707,2023,10,291,0.3625
1499,3,0,1,12,-0.3430635844176363,-0.35486486474959156,0.2,-0.09748880905913652,-0.3466980654129684,2024,11,318,0.36249999999999993
1500,3,0,1,12,-0.010914391713165017,2.3417663289957527,0.2,0.17523323919011013,-0.08687195834918866,2024,11,318,0.3125
1501,3,0,1,14,0.49772636622778066,-0.35486486474959156,0.2,-0.324062407272866,0.7009672939994819,2024,11,318,-0.0875
1502,3,2,2,13,-0.31504110373458855,-0.8043033970404823,0.2,-0.10802591468370103,-0.3105109357781399,2023,11,329,0.09999999999999999
1503,3,2,0,9,-0.35287722916440223,-0.8043033970404823,0.0,-0.10918109873021367,-0.35282919706811006,2023,11,329,0.31
1504,3,2,1,2,-0.3580439943842496,0.09457366754129916,0.0,-0.10799176290109903,-0.3591809122108889,2022,8,213,0.5
1505,3,2,0,16,1.2437430805548553,0.9934507321230805,0.2,-0.8731231775489112,1.7785486761908222,2022,8,213,-0.17500000000000002
1506,3,0,1,3,-0.3401368205167042,-0.35486486474959156,0.2,-0.09848262593285473,-0.34296394099015143,2024,12,360,0.31250000000000006
1507,3,0,2,11,0.26658903815679674,0.09457366754129916,0.0,0.6891108430295751,0.008567163968521838,2023,9,261,0.48000000000000004
1508,1,2,1,3,-0.31346860997202636,-0.35486486474959156,0.0,-0.05605970848193315,-0.3308318491701035,2024,12,346,0.45
1509,0,0,0,9,-0.3554124742101658,-0.8043033970404823,0.0,-0.10948761097906662,-0.35556733711794114,2024,9,257,0.36
1510,3,1,1,2,0.24990134924797308,1.892327796704862,0.0,0.3550381056168136,0.1317598646854951,2024,6,177,0.29
1511,3,1,1,2,-0.31135055714898335,2.3417663289957527,0.0,-0.07187369141578914,-0.32171004114307034,2024,6,177,0.33
1512,3,0,1,14,-0.04780702088544139,-0.35486486474959156,0.2,-0.06895627538701332,-0.02476545194110482,2024,8,232,0.0625
1513,3,0,1,3,-0.3345207713646962,0.5440121998321898,0.8,-0.26380500204989765,-0.26630164765094383,2024,8,232,-1.5500000000000003
1514,3,0,1,3,-0.3580054843329215,0.09457366754129916,0.8,-0.17127843124086478,-0.33222288676868494,2024,8,232,-1.7000000000000002
1515,3,0,0,5,-0.26663717838616785,-1.253741929331373,0.3,-0.16117462635806312,-0.233141504427124,2024,12,347,-0.14285714285714288
1516,2,0,0,16,2.310189095298896,0.09457366754129916,0.0,0.37658788043867547,2.453699722139137,2024,12,346,0.07
1517,2,0,1,3,-0.234298362783434,-0.8043033970404823,0.2,-0.006014540051527769,-0.26253811209644184,2021,2,35,0.325
1518,2,0,1,3,-0.3475307503716907,-0.35486486474959156,0.2,-0.1039217242095057,-0.3490166429607998,2021,2,35,0.32499999999999996
1519,2,1,1,3,-0.3345913731254643,1.4428892644139713,0.2,-0.08931799507160808,-0.34058708582953684,2024,2,43,0.36250000000000004
1520,3,2,1,2,-0.3423190567586272,0.5440121998321898,0.2,-0.11352008270979773,-0.3390379180105998,2024,4,108,0.125
1521,3,0,0,9,-0.03810248795077162,0.9934507321230805,0.2,0.08663753855856744,-0.07995598519852792,2022,12,340,0.2375
1522,3,0,1,12,-0.3368634661538195,0.5440121998321898,0.2,-0.09363520728978339,-0.3413218194710742,2022,12,340,0.33749999999999997
1523,3,0,1,12,-0.05068243805126948,1.892327796704862,0.2,0.14217004465854916,-0.11780629617512166,2022,12,340,0.3125
1524,3,0,1,14,0.027672679717545737,0.9934507321230805,0.2,-0.3728695735839489,0.18988352290280883,2022,12,340,-0.2375
1525,3,0,1,2,-0.23034466418042038,0.9934507321230805,0.2,-0.08088720063902193,-0.22622298957372503,2022,12,340,0.11249999999999999
1526,3,0,1,2,-0.36215173319257543,-0.8043033970404823,0.2,-0.12078160548554794,-0.3583893533581331,2023,7,204,0.0875
1527,3,0,0,9,-0.3501365971782224,-0.8043033970404823,0.2,-0.10803957539674182,-0.3502137849504952,2023,7,204,0.28750000000000003
1528,2,1,1,8,-0.32681876109908525,1.4428892644139713,0.0,-0.12010027742263804,-0.318701754402207,2022,11,311,0.019999999999999997
1529,2,1,1,12,-0.35711333481048824,-0.8043033970404823,0.0,-0.10768866583050628,-0.3582568217153551,2022,11,311,0.47000000000000003
1530,3,1,1,12,-0.2495226697417916,-0.35486486474959156,0.2,-0.0231459279992559,-0.27247798530478645,2022,3,85,0.3125
1531,3,0,1,14,-0.3515871424449124,-1.253741929331373,0.2,-0.11889557329135249,-0.34723817724483735,2024,9,245,0.075
1532,3,0,1,8,-0.3553868008426138,-0.35486486474959156,0.2,-0.11071451376904345,-0.35501651382453264,2024,9,245,0.325
1533,3,1,1,14,-0.02724265347626021,0.9934507321230805,0.0,-0.12233551159393892,0.021203057581321513,2023,12,339,0.0
1534,3,2,0,4,-0.04151865042066445,-0.8043033970404823,0.15,-0.050622744691694796,-0.02544735447572658,2024,2,42,0.08235294117647059
1535,3,1,1,14,-0.3034559966267321,-0.35486486474959156,0.0,-0.12059633206493209,-0.29205708459758484,2023,10,303,0.009999999999999998
1536,3,1,1,1,-0.3501012962978383,-0.35486486474959156,0.0,-0.10938259424756547,-0.3496026869921521,2023,10,303,0.26
1537,2,0,2,13,-0.30465943573073384,-1.253741929331373,0.0,-0.07282780684223251,-0.31373363329999054,2024,9,260,0.29
1538,2,0,1,2,-0.34270415727190784,-0.8043033970404823,0.0,-0.09453596055591112,-0.3475471756777251,2024,9,260,0.39999999999999997
1539,2,0,0,4,0.8874673406933578,-0.35486486474959156,0.0,0.7466753801943758,0.6865765361961461,2024,9,260,0.26
1540,2,0,1,3,0.020253076495007172,1.4428892644139713,0.0,0.374531943126035,-0.13636508336872555,2024,9,260,0.48000000000000004
1541,2,0,0,9,-0.35547665762904596,0.5440121998321898,0.2,-0.11256810176976699,-0.3543298909848256,2021,3,70,0.27499999999999997
1542,2,0,1,8,-0.35203642637707305,0.9934507321230805,0.2,-0.11507655020188388,-0.3493706658421929,2021,3,70,0.16249999999999998
1543,3,2,1,3,-0.23581309146900412,-0.35486486474959156,0.2,0.0015227583687335722,-0.2674573961960456,2021,2,36,0.35
1544,3,2,1,12,-0.31388580219474693,0.09457366754129916,0.0,-0.05363578571175622,-0.33233472168916606,2021,2,36,0.47
1545,2,1,0,4,2.155969176413814,1.4428892644139713,0.2,0.7173116775131765,2.1343057250521555,2021,12,365,0.125
1546,3,1,1,12,0.16954370881009898,0.09457366754129916,0.2,0.37897850522081544,0.030658191767450858,2022,11,327,0.35000000000000003
1547,3,1,1,3,-0.3304579609495864,-0.8043033970404823,0.8,-0.29587096452948025,-0.24806783530743923,2022,11,327,-1.7
1548,3,1,1,14,-0.32541314422561124,-0.8043033970404823,0.2,-0.11222914532744215,-0.3204587971950902,2022,11,327,0.0875
1549,0,0,2,6,0.529728218881394,-1.253741929331373,0.2,0.6247240603927424,0.33367726896353506,2021,7,187,0.3125
1550,2,2,1,1,-0.3538656538151556,0.9934507321230805,0.8,-0.2278158535439103,-0.3034947469195155,2024,11,319,-2.65
1551,3,0,1,12,-0.18917741931072998,-0.8043033970404823,0.0,0.11186204518840445,-0.26161656330364635,2023,6,169,0.49
1552,0,2,1,10,-0.33423194597973577,1.4428892644139713,0.0,-0.07815676561999205,-0.34492704325502505,2021,5,123,0.48000000000000004
1553,3,0,1,3,-0.16865477112382085,0.5440121998321898,0.0,0.12263949398303052,-0.2429797095259403,2024,10,291,0.45999999999999996
1554,3,1,1,2,-0.36035459746393284,-0.35486486474959156,0.0,-0.11579886040391618,-0.35847504505044975,2022,2,37,0.29
1555,3,0,2,0,-0.22126912875077553,0.09457366754129916,0.0,0.04647162704035554,-0.2701174696617746,2024,9,249,0.43000000000000005
1556,3,0,1,7,-0.3538335621057156,-1.253741929331373,0.2,-0.10737703081426303,-0.3546784673603511,2023,5,130,0.375
1557,3,0,1,2,-0.24148690569800418,0.5440121998321898,0.2,-0.07998730116745922,-0.23921254296752661,2023,5,130,0.125
1558,2,0,0,16,-0.09290229099059336,-0.8043033970404823,0.0,0.06852855583385709,-0.13425764869836088,2022,3,75,0.26
1559,3,1,1,3,-0.3121015031498804,2.3417663289957527,0.2,-0.06762819794107805,-0.32436521275351854,2023,4,100,0.3625
1560,3,2,1,10,-0.33850014333526185,0.9934507321230805,0.0,-0.0836073901232712,-0.34743824556037334,2021,4,94,0.48
1561,0,2,1,2,-0.36436606114393855,-1.253741929331373,0.0,-0.11924989803584825,-0.36154614815898595,2024,9,250,0.26
1562,1,0,0,16,1.3073713128616338,0.5440121998321898,0.4,-1.385859684952187,2.0685963550126636,2024,7,183,-0.2833333333333333
1563,1,0,1,12,-0.350611554477935,-0.35486486474959156,0.2,-0.10476826152075279,-0.35214239267820746,2022,11,313,0.3625
1564,1,0,1,14,0.20064057525750312,0.5440121998321898,0.0,-0.04658258880987822,0.246824563146074,2021,3,63,0.05
1565,3,2,2,13,0.3589746512927998,-0.35486486474959156,0.2,0.047091054997299306,0.38613365627543006,2022,3,78,0.0875
